"죄종별","범죄발생지별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"강간·강제추행","원주시","범죄건수","건","125","151","","","","","","","","",
"강간·강제추행","춘천시","범죄건수","건","71","88","","","","","","","","",
"강간·강제추행","제천시","범죄건수","건","43","43","","","","","","","","",
"강간·강제추행","청주시","범죄건수","건","273","271","","","","","","","","",
"강간·강제추행","충주시","범죄건수","건","61","64","","","","","","","","",
"강간·강제추행","논산시","범죄건수","건","55","39","","","","","","","","",
"강간·강제추행","서산시","범죄건수","건","45","58","","","","","","","","",
"강간·강제추행","아산시","범죄건수","건","77","87","","","","","","","","",
"강간·강제추행","천안시","범죄건수","건","259","290","","","","","","","","",
"강간·강제추행","군산시","범죄건수","건","91","88","","","","","","","","",
"강간·강제추행","익산시","범죄건수","건","115","143","","","","","","","","",
"강간·강제추행","전주시","범죄건수","건","211","265","","","","","","","","",
"강간·강제추행","정읍시","범죄건수","건","26","33","","","","","","","","",
"강간·강제추행","목포시","범죄건수","건","126","104","","","","","","","","",
"강간·강제추행","순천시","범죄건수","건","115","100","","","","","","","","",
"강간·강제추행","여수시","범죄건수","건","56","116","","","","","","","","",
"강간·강제추행","경산시","범죄건수","건","81","94","","","","","","","","",
"강간·강제추행","경주시","범죄건수","건","86","96","","","","","","","","",
"강간·강제추행","구미시","범죄건수","건","161","131","","","","","","","","",
"강간·강제추행","김천시","범죄건수","건","30","34","","","","","","","","",
"강간·강제추행","안동시","범죄건수","건","53","64","","","","","","","","",
"강간·강제추행","포항시","범죄건수","건","158","128","","","","","","","","",
"강간·강제추행","거제시","범죄건수","건","67","83","","","","","","","","",
"강간·강제추행","김해시","범죄건수","건","129","141","","","","","","","","",
"강간·강제추행","마산시","범죄건수","건","119","9","","","","","","","","",
"강간·강제추행","양산시","범죄건수","건","59","84","","","","","","","","",
"강간·강제추행","진주시","범죄건수","건","98","85","","","","","","","","",
"강간·강제추행","창원시","범죄건수","건","189","333","","","","","","","","",
"강간·강제추행","제주시","범죄건수","건","244","264","","","","","","","","",
"강간","계","범죄건수","건","","","5753","5078","5151","5155","5223","5293","5310","5313",
"강간","서울","범죄건수","건","","","1190","1045","969","1129","1155","1159","1254","1279",
"강간","부산","범죄건수","건","","","470","399","383","314","334","323","297","306",
"강간","대구","범죄건수","건","","","256","219","216","197","201","246","215","213",
"강간","인천","범죄건수","건","","","308","308","304","347","352","362","327","338",
"강간","광주","범죄건수","건","","","246","220","216","170","203","197","185","158",
"강간","대전","범죄건수","건","","","198","168","181","171","176","175","173","180",
"강간","울산","범죄건수","건","","","114","126","132","112","97","108","106","103",
"강간","세종","범죄건수","건","","","","","3","10","17","25","12","27",
"강간","고양시","범죄건수","건","","","83","43","73","83","77","77","75","81",
"강간","과천시","범죄건수","건","","","","","-","-","4","1","-","4",
"강간","광명시","범죄건수","건","","","21","35","12","32","22","20","24","21",
"강간","광주시","범죄건수","건","","","","","25","16","19","19","18","23",
"강간","구리시","범죄건수","건","","","27","22","22","30","24","18","19","17",
"강간","군포시","범죄건수","건","","","19","24","26","18","27","18","20","23",
"강간","김포시","범죄건수","건","","","","","33","20","18","25","28","33",
"강간","남양주시","범죄건수","건","","","35","37","50","60","36","37","37","40",
"강간","동두천시","범죄건수","건","","","","","6","6","8","12","13","16",
"강간","부천시","범죄건수","건","","","99","78","105","108","87","83","92","81",
"강간","성남시","범죄건수","건","","","76","102","83","114","93","99","92","79",
"강간","수원시","범죄건수","건","","","144","131","157","124","128","136","140","144",
"강간","시흥시","범죄건수","건","","","52","41","36","57","55","48","69","63",
"강간","안산시","범죄건수","건","","","83","74","86","98","108","85","90","87",
"강간","안성시","범죄건수","건","","","","","23","15","29","22","15","18",
"강간","안양시","범죄건수","건","","","64","77","52","45","61","77","39","54",
"강간","양주시","범죄건수","건","","","","","19","27","11","17","13","23",
"강간","여주시","범죄건수","건","","","","","13","14","8","11","11","14",
"강간","오산시","범죄건수","건","","","","","23","20","21","21","22","30",
"강간","용인시","범죄건수","건","","","58","58","53","38","32","52","55","46",
"강간","의왕시","범죄건수","건","","","","","8","6","5","13","3","8",
"강간","의정부시","범죄건수","건","","","51","46","67","45","50","41","57","55",
"강간","이천시","범죄건수","건","","","23","15","23","26","18","23","20","24",
"강간","파주시","범죄건수","건","","","27","36","29","38","36","31","39","27",
"강간","평택시","범죄건수","건","","","60","39","50","48","56","54","37","64",
"강간","포천시","범죄건수","건","","","","","17","30","23","22","16","19",
"강간","하남시","범죄건수","건","","","","","11","2","5","8","12","9",
"강간","화성시","범죄건수","건","","","","","32","24","39","27","47","56",
"강간","강릉시","범죄건수","건","","","44","28","28","30","26","27","23","28",
"강간","동해시","범죄건수","건","","","","","5","12","9","11","10","11",
"강간","삼척시","범죄건수","건","","","","","10","7","6","5","9","4",
"강간","속초시","범죄건수","건","","","","","6","12","14","14","12","8",
"강간","원주시","범죄건수","건","","","31","51","48","54","34","38","51","34",
"강간","춘천시","범죄건수","건","","","27","31","10","33","25","16","17","16",
"강간","태백시","범죄건수","건","","","","","1","2","10","5","9","9",
"강간","제천시","범죄건수","건","","","14","8","15","14","14","14","8","13",
"강간","청주시","범죄건수","건","","","80","79","79","85","110","90","83","98",
"강간","충주시","범죄건수","건","","","26","15","15","29","27","18","17","24",
"강간","계룡시","범죄건수","건","","","","","1","2","-","2","4","1",
"강간","공주시","범죄건수","건","","","","","14","14","10","15","7","21",
"강간","논산시","범죄건수","건","","","15","13","13","13","9","19","15","10",
"강간","당진시","범죄건수","건","","","","","11","13","13","6","21","18",
"강간","보령시","범죄건수","건","","","","","10","12","18","14","23","14",
"강간","서산시","범죄건수","건","","","21","16","11","10","20","14","18","15",
"강간","아산시","범죄건수","건","","","28","23","27","33","25","36","21","20",
"강간","천안시","범죄건수","건","","","101","75","82","76","78","91","83","86",
"강간","군산시","범죄건수","건","","","25","23","21","19","17","24","25","21",
"강간","김제시","범죄건수","건","","","","","13","6","6","11","5","8",
"강간","남원시","범죄건수","건","","","","","11","6","12","5","6","9",
"강간","익산시","범죄건수","건","","","51","51","34","25","28","21","25","24",
"강간","전주시","범죄건수","건","","","74","57","68","62","70","79","84","58",
"강간","정읍시","범죄건수","건","","","17","12","16","11","14","12","10","12",
"강간","광양시","범죄건수","건","","","","","14","21","21","22","14","11",
"강간","나주시","범죄건수","건","","","","","4","4","6","12","17","8",
"강간","목포시","범죄건수","건","","","50","30","42","33","32","44","45","38",
"강간","순천시","범죄건수","건","","","35","23","34","30","37","33","31","25",
"강간","여수시","범죄건수","건","","","40","24","43","20","33","25","20","30",
"강간","경산시","범죄건수","건","","","26","21","23","36","19","32","36","32",
"강간","경주시","범죄건수","건","","","37","35","30","21","16","21","27","20",
"강간","구미시","범죄건수","건","","","53","44","50","35","53","40","51","34",
"강간","김천시","범죄건수","건","","","12","4","14","15","12","17","17","19",
"강간","문경시","범죄건수","건","","","","","5","9","5","2","9","9",
"강간","상주시","범죄건수","건","","","","","9","6","9","6","10","13",
"강간","안동시","범죄건수","건","","","21","19","25","13","20","14","12","12",
"강간","영주시","범죄건수","건","","","","","9","3","5","8","11","11",
"강간","영천시","범죄건수","건","","","","","9","9","7","10","10","7",
"강간","포항시","범죄건수","건","","","42","40","48","57","54","48","51","52",
"강간","거제시","범죄건수","건","","","18","26","23","18","27","30","22","21",
"강간","김해시","범죄건수","건","","","48","44","42","31","38","31","36","40",
"강간","마산시","범죄건수","건","","","","","-","","","","","",
"강간","밀양시","범죄건수","건","","","","","10","8","6","12","12","11",
"강간","사천시","범죄건수","건","","","","","12","5","10","7","9","9",
"강간","양산시","범죄건수","건","","","23","25","35","31","29","29","25","29",
"강간","진주시","범죄건수","건","","","36","31","63","32","28","31","28","37",
"강간","창원시","범죄건수","건","","","120","99","85","68","84","66","92","93",
"강간","통영시","범죄건수","건","","","","","11","15","7","8","8","13",
"강간","서귀포시","범죄건수","건","","","","","14","16","17","25","16","18",
"강간","제주시","범죄건수","건","","","97","73","64","68","79","78","83","77",
"유사강간","계","범죄건수","건","","","132","375","518","583","636","776","782","823",
"유사강간","서울","범죄건수","건","","","25","99","118","123","144","180","171","197",
"유사강간","부산","범죄건수","건","","","15","35","24","28","43","46","48","63",
"유사강간","대구","범죄건수","건","","","4","12","21","37","26","29","39","28",
"유사강간","인천","범죄건수","건","","","10","17","35","47","44","44","46","45",
"유사강간","광주","범죄건수","건","","","12","18","17","21","23","24","24","19",
"유사강간","대전","범죄건수","건","","","2","10","14","14","33","20","30","25",
"유사강간","울산","범죄건수","건","","","6","7","10","16","2","11","22","18",
"유사강간","세종","범죄건수","건","","","","","1","1","-","4","1","2",
"유사강간","고양시","범죄건수","건","","","3","4","9","4","5","14","9","12",
"유사강간","과천시","범죄건수","건","","","","","-","1","-","1","-","-",
"유사강간","광명시","범죄건수","건","","","0","2","-","3","2","6","6","5",
"유사강간","광주시","범죄건수","건","","","","","3","2","5","3","3","7",
"유사강간","구리시","범죄건수","건","","","2","","1","3","2","-","1","3",
"유사강간","군포시","범죄건수","건","","","1","2","2","2","5","3","5","7",
"유사강간","김포시","범죄건수","건","","","","","5","3","3","2","3","3",
"유사강간","남양주시","범죄건수","건","","","0","1","2","2","5","8","3","6",
"유사강간","동두천시","범죄건수","건","","","","","-","-","1","2","-","1",
"유사강간","부천시","범죄건수","건","","","4","6","12","15","4","16","11","15",
"유사강간","성남시","범죄건수","건","","","4","16","12","10","10","15","8","8",
"유사강간","수원시","범죄건수","건","","","2","11","21","24","14","20","23","16",
"유사강간","시흥시","범죄건수","건","","","3","5","5","4","12","4","10","14",
"유사강간","안산시","범죄건수","건","","","5","7","2","8","19","16","16","17",
"유사강간","안성시","범죄건수","건","","","","","-","2","3","1","2","2",
"유사강간","안양시","범죄건수","건","","","1","4","4","4","2","2","7","9",
"유사강간","양주시","범죄건수","건","","","","","1","1","1","3","2","-",
"유사강간","여주시","범죄건수","건","","","","","-","1","-","-","1","1",
"유사강간","오산시","범죄건수","건","","","","","2","3","1","3","6","1",
"유사강간","용인시","범죄건수","건","","","0","2","9","10","4","14","11","8",
"유사강간","의왕시","범죄건수","건","","","","","-","-","2","-","3","2",
"유사강간","의정부시","범죄건수","건","","","1","2","10","6","7","5","9","12",
"유사강간","이천시","범죄건수","건","","","0","1","3","1","1","-","4","-",
"유사강간","파주시","범죄건수","건","","","0","3","3","3","2","1","9","5",
"유사강간","평택시","범죄건수","건","","","3","11","6","9","7","7","7","11",
"유사강간","포천시","범죄건수","건","","","","","1","1","-","2","3","1",
"유사강간","하남시","범죄건수","건","","","","","1","-","3","-","3","5",
"유사강간","화성시","범죄건수","건","","","","","4","7","3","7","9","13",
"유사강간","강릉시","범죄건수","건","","","0","2","5","5","2","4","4","1",
"유사강간","동해시","범죄건수","건","","","","","1","2","1","1","-","-",
"유사강간","삼척시","범죄건수","건","","","","","-","2","1","1","2","1",
"유사강간","속초시","범죄건수","건","","","","","2","3","-","4","-","-",
"유사강간","원주시","범죄건수","건","","","2","","2","4","4","6","11","2",
"유사강간","춘천시","범죄건수","건","","","0","","9","3","4","5","5","9",
"유사강간","태백시","범죄건수","건","","","","","3","-","1","1","2","1",
"유사강간","제천시","범죄건수","건","","","1","2","2","1","2","2","6","3",
"유사강간","청주시","범죄건수","건","","","1","3","4","13","16","13","10","6",
"유사강간","충주시","범죄건수","건","","","0","2","5","7","1","2","3","5",
"유사강간","계룡시","범죄건수","건","","","","","-","-","-","-","1","1",
"유사강간","공주시","범죄건수","건","","","","","1","-","-","4","4","3",
"유사강간","논산시","범죄건수","건","","","0","1","1","2","2","4","-","1",
"유사강간","당진시","범죄건수","건","","","","","-","1","4","2","-","1",
"유사강간","보령시","범죄건수","건","","","","","4","-","-","1","2","3",
"유사강간","서산시","범죄건수","건","","","0","1","7","-","2","-","1","4",
"유사강간","아산시","범죄건수","건","","","0","","2","3","3","5","3","4",
"유사강간","천안시","범죄건수","건","","","1","4","6","5","5","15","7","7",
"유사강간","군산시","범죄건수","건","","","1","2","2","2","6","6","1","11",
"유사강간","김제시","범죄건수","건","","","","","-","-","-","-","3","1",
"유사강간","남원시","범죄건수","건","","","","","1","1","2","-","-","-",
"유사강간","익산시","범죄건수","건","","","0","2","3","4","3","5","2","2",
"유사강간","전주시","범죄건수","건","","","0","3","4","7","12","15","8","11",
"유사강간","정읍시","범죄건수","건","","","1","","1","4","1","1","1","-",
"유사강간","광양시","범죄건수","건","","","","","1","1","2","2","3","-",
"유사강간","나주시","범죄건수","건","","","","","1","-","4","3","2","2",
"유사강간","목포시","범죄건수","건","","","0","2","1","5","9","7","6","6",
"유사강간","순천시","범죄건수","건","","","0","","5","1","-","4","3","7",
"유사강간","여수시","범죄건수","건","","","0","1","2","2","3","5","1","7",
"유사강간","경산시","범죄건수","건","","","0","","2","2","4","7","8","4",
"유사강간","경주시","범죄건수","건","","","1","1","2","1","2","4","2","3",
"유사강간","구미시","범죄건수","건","","","3","4","6","4","3","3","7","12",
"유사강간","김천시","범죄건수","건","","","0","1","1","-","2","1","2","1",
"유사강간","문경시","범죄건수","건","","","","","2","-","1","2","2","-",
"유사강간","상주시","범죄건수","건","","","","","1","-","1","3","2","1",
"유사강간","안동시","범죄건수","건","","","0","","2","-","2","2","2","1",
"유사강간","영주시","범죄건수","건","","","","","1","1","-","1","-","2",
"유사강간","영천시","범죄건수","건","","","","","-","-","-","-","1","3",
"유사강간","포항시","범죄건수","건","","","2","1","4","7","10","6","5","6",
"유사강간","거제시","범죄건수","건","","","1","","2","4","3","12","5","9",
"유사강간","김해시","범죄건수","건","","","2","2","1","6","3","4","8","5",
"유사강간","마산시","범죄건수","건","","","","","-","","","","","",
"유사강간","밀양시","범죄건수","건","","","","","1","-","-","1","1","-",
"유사강간","사천시","범죄건수","건","","","","","1","2","-","-","-","4",
"유사강간","양산시","범죄건수","건","","","0","4","3","4","3","2","4","4",
"유사강간","진주시","범죄건수","건","","","1","2","1","1","1","5","8","7",
"유사강간","창원시","범죄건수","건","","","1","5","8","7","11","19","11","8",
"유사강간","통영시","범죄건수","건","","","","","1","1","-","-","2","1",
"유사강간","서귀포시","범죄건수","건","","","","","1","3","3","4","4","3",
"유사강간","제주시","범죄건수","건","","","2","9","12","13","3","14","3","15",
"강제추행","계","범죄건수","건","","","14778","14611","15059","16054","17947","17053","17120","15344",
"강제추행","서울","범죄건수","건","","","3916","4132","4282","4667","5582","5002","4981","4211",
"강제추행","부산","범죄건수","건","","","1179","1035","991","951","1282","1083","1111","1038",
"강제추행","대구","범죄건수","건","","","808","675","645","632","610","693","696","552",
"강제추행","인천","범죄건수","건","","","882","822","924","1176","1282","1160","1181","979",
"강제추행","광주","범죄건수","건","","","519","577","495","488","490","481","453","390",
"강제추행","대전","범죄건수","건","","","395","365","362","420","481","532","492","449",
"강제추행","울산","범죄건수","건","","","284","296","293","293","302","301","308","320",
"강제추행","세종","범죄건수","건","","","","","34","40","53","61","49","48",
"강제추행","고양시","범죄건수","건","","","272","224","256","247","258","260","248","205",
"강제추행","과천시","범죄건수","건","","","","","20","20","24","17","18","14",
"강제추행","광명시","범죄건수","건","","","71","64","77","92","83","103","93","82",
"강제추행","광주시","범죄건수","건","","","","","49","60","68","61","66","46",
"강제추행","구리시","범죄건수","건","","","49","56","73","83","98","81","84","61",
"강제추행","군포시","범죄건수","건","","","62","61","67","66","75","62","55","59",
"강제추행","김포시","범죄건수","건","","","","","75","92","99","83","87","88",
"강제추행","남양주시","범죄건수","건","","","102","101","132","165","161","165","160","124",
"강제추행","동두천시","범죄건수","건","","","","","36","37","30","34","45","36",
"강제추행","부천시","범죄건수","건","","","305","273","291","339","342","298","349","321",
"강제추행","성남시","범죄건수","건","","","278","299","319","348","298","319","295","274",
"강제추행","수원시","범죄건수","건","","","432","395","425","408","454","399","404","406",
"강제추행","시흥시","범죄건수","건","","","118","81","171","120","150","167","145","162",
"강제추행","안산시","범죄건수","건","","","262","190","242","307","288","281","261","253",
"강제추행","안성시","범죄건수","건","","","","","42","55","43","48","53","59",
"강제추행","안양시","범죄건수","건","","","173","232","180","220","231","174","162","165",
"강제추행","양주시","범죄건수","건","","","","","44","32","42","50","56","53",
"강제추행","여주시","범죄건수","건","","","","","17","45","45","44","47","36",
"강제추행","오산시","범죄건수","건","","","","","81","67","91","53","86","75",
"강제추행","용인시","범죄건수","건","","","147","164","209","184","226","197","205","153",
"강제추행","의왕시","범죄건수","건","","","","","30","26","27","23","26","25",
"강제추행","의정부시","범죄건수","건","","","147","144","157","141","161","167","158","149",
"강제추행","이천시","범죄건수","건","","","51","44","59","64","70","73","85","87",
"강제추행","파주시","범죄건수","건","","","72","84","89","85","117","102","91","76",
"강제추행","평택시","범죄건수","건","","","146","139","161","148","163","157","154","152",
"강제추행","포천시","범죄건수","건","","","","","47","45","48","42","47","50",
"강제추행","하남시","범죄건수","건","","","","","25","19","33","44","48","49",
"강제추행","화성시","범죄건수","건","","","","","133","129","147","143","147","153",
"강제추행","강릉시","범죄건수","건","","","60","64","56","58","62","94","76","89",
"강제추행","동해시","범죄건수","건","","","","","32","24","30","32","25","26",
"강제추행","삼척시","범죄건수","건","","","","","12","13","20","11","16","14",
"강제추행","속초시","범죄건수","건","","","","","20","24","25","26","20","23",
"강제추행","원주시","범죄건수","건","","","90","93","75","60","90","106","121","76",
"강제추행","춘천시","범죄건수","건","","","62","70","71","73","74","72","78","68",
"강제추행","태백시","범죄건수","건","","","","","8","12","7","11","15","11",
"강제추행","제천시","범죄건수","건","","","35","55","26","34","28","45","38","33",
"강제추행","청주시","범죄건수","건","","","202","199","229","222","266","260","260","246",
"강제추행","충주시","범죄건수","건","","","45","35","55","58","66","63","50","49",
"강제추행","계룡시","범죄건수","건","","","","","6","1","5","4","2","4",
"강제추행","공주시","범죄건수","건","","","","","27","29","38","26","24","24",
"강제추행","논산시","범죄건수","건","","","31","29","39","26","33","25","16","19",
"강제추행","당진시","범죄건수","건","","","","","32","52","38","38","37","38",
"강제추행","보령시","범죄건수","건","","","","","26","39","46","31","36","28",
"강제추행","서산시","범죄건수","건","","","30","47","48","56","46","40","48","50",
"강제추행","아산시","범죄건수","건","","","67","69","64","57","71","97","86","67",
"강제추행","천안시","범죄건수","건","","","177","193","177","208","179","179","190","203",
"강제추행","군산시","범죄건수","건","","","56","86","62","50","61","67","98","71",
"강제추행","김제시","범죄건수","건","","","","","17","14","19","21","16","18",
"강제추행","남원시","범죄건수","건","","","","","21","17","8","19","21","14",
"강제추행","익산시","범죄건수","건","","","71","62","59","64","48","64","71","59",
"강제추행","전주시","범죄건수","건","","","174","164","176","165","177","208","218","199",
"강제추행","정읍시","범죄건수","건","","","17","37","24","22","22","15","29","24",
"강제추행","광양시","범죄건수","건","","","","","19","25","25","40","37","37",
"강제추행","나주시","범죄건수","건","","","","","5","6","24","24","26","29",
"강제추행","목포시","범죄건수","건","","","81","91","81","97","72","88","105","73",
"강제추행","순천시","범죄건수","건","","","58","72","72","72","78","85","88","71",
"강제추행","여수시","범죄건수","건","","","71","56","51","67","69","77","65","90",
"강제추행","경산시","범죄건수","건","","","149","59","54","50","64","66","66","72",
"강제추행","경주시","범죄건수","건","","","73","72","55","60","60","51","63","70",
"강제추행","구미시","범죄건수","건","","","94","59","81","72","101","92","92","76",
"강제추행","김천시","범죄건수","건","","","24","18","25","17","26","30","30","21",
"강제추행","문경시","범죄건수","건","","","","","12","12","12","17","18","14",
"강제추행","상주시","범죄건수","건","","","","","13","17","18","24","27","16",
"강제추행","안동시","범죄건수","건","","","37","33","36","44","40","41","37","46",
"강제추행","영주시","범죄건수","건","","","","","23","16","11","18","22","20",
"강제추행","영천시","범죄건수","건","","","","","14","13","16","19","34","20",
"강제추행","포항시","범죄건수","건","","","91","96","90","97","125","114","108","114",
"강제추행","거제시","범죄건수","건","","","61","67","62","73","78","73","58","66",
"강제추행","김해시","범죄건수","건","","","108","87","114","111","126","124","116","101",
"강제추행","마산시","범죄건수","건","","","","","1","","","","","",
"강제추행","밀양시","범죄건수","건","","","","","20","12","17","21","22","27",
"강제추행","사천시","범죄건수","건","","","","","22","25","28","23","23","18",
"강제추행","양산시","범죄건수","건","","","58","51","59","76","74","60","61","64",
"강제추행","진주시","범죄건수","건","","","65","97","58","74","91","85","74","80",
"강제추행","창원시","범죄건수","건","","","198","181","172","202","250","218","257","228",
"강제추행","통영시","범죄건수","건","","","","","36","27","31","31","34","45",
"강제추행","서귀포시","범죄건수","건","","","","","32","95","65","64","74","63",
"강제추행","제주시","범죄건수","건","","","228","198","165","223","206","193","216","216",
"기타 강간·강제추행등","계","범죄건수","건","","","1647","991","558","408","304","356","325","237",
"기타 강간·강제추행등","서울","범죄건수","건","","","253","181","94","72","60","59","52","58",
"기타 강간·강제추행등","부산","범죄건수","건","","","126","80","37","30","23","13","15","10",
"기타 강간·강제추행등","대구","범죄건수","건","","","77","70","20","14","8","19","11","11",
"기타 강간·강제추행등","인천","범죄건수","건","","","87","58","31","27","13","19","14","14",
"기타 강간·강제추행등","광주","범죄건수","건","","","46","22","22","15","10","18","6","12",
"기타 강간·강제추행등","대전","범죄건수","건","","","49","29","12","15","9","9","16","8",
"기타 강간·강제추행등","울산","범죄건수","건","","","45","14","9","9","9","8","15","4",
"기타 강간·강제추행등","세종","범죄건수","건","","","","","-","-","2","2","1","2",
"기타 강간·강제추행등","고양시","범죄건수","건","","","21","5","7","4","1","5","4","3",
"기타 강간·강제추행등","과천시","범죄건수","건","","","","","-","-","-","1","-","-",
"기타 강간·강제추행등","광명시","범죄건수","건","","","7","5","2","2","2","-","3","-",
"기타 강간·강제추행등","광주시","범죄건수","건","","","","","2","5","4","2","2","1",
"기타 강간·강제추행등","구리시","범죄건수","건","","","3","3","3","2","-","1","2","1",
"기타 강간·강제추행등","군포시","범죄건수","건","","","7","6","-","2","-","-","2","-",
"기타 강간·강제추행등","김포시","범죄건수","건","","","","","2","3","1","1","1","-",
"기타 강간·강제추행등","남양주시","범죄건수","건","","","9","1","9","2","1","-","5","2",
"기타 강간·강제추행등","동두천시","범죄건수","건","","","","","-","3","1","2","1","-",
"기타 강간·강제추행등","부천시","범죄건수","건","","","27","18","7","10","3","5","2","3",
"기타 강간·강제추행등","성남시","범죄건수","건","","","22","14","14","6","11","4","7","1",
"기타 강간·강제추행등","수원시","범죄건수","건","","","31","12","23","14","7","11","4","9",
"기타 강간·강제추행등","시흥시","범죄건수","건","","","7","13","6","1","3","2","7","3",
"기타 강간·강제추행등","안산시","범죄건수","건","","","32","10","6","3","6","6","4","-",
"기타 강간·강제추행등","안성시","범죄건수","건","","","","","3","1","4","1","-","2",
"기타 강간·강제추행등","안양시","범죄건수","건","","","10","10","4","3","2","3","2","1",
"기타 강간·강제추행등","양주시","범죄건수","건","","","","","3","2","1","2","1","-",
"기타 강간·강제추행등","여주시","범죄건수","건","","","","","2","-","3","1","1","-",
"기타 강간·강제추행등","오산시","범죄건수","건","","","","","2","1","4","1","1","1",
"기타 강간·강제추행등","용인시","범죄건수","건","","","13","19","7","3","3","3","2","1",
"기타 강간·강제추행등","의왕시","범죄건수","건","","","","","-","1","-","1","1","1",
"기타 강간·강제추행등","의정부시","범죄건수","건","","","18","4","6","3","3","4","6","3",
"기타 강간·강제추행등","이천시","범죄건수","건","","","7","8","4","1","3","4","-","1",
"기타 강간·강제추행등","파주시","범죄건수","건","","","12","1","2","1","3","3","2","-",
"기타 강간·강제추행등","평택시","범죄건수","건","","","10","7","4","8","3","2","3","2",
"기타 강간·강제추행등","포천시","범죄건수","건","","","","","3","2","-","1","2","-",
"기타 강간·강제추행등","하남시","범죄건수","건","","","","","-","-","-","-","-","-",
"기타 강간·강제추행등","화성시","범죄건수","건","","","","","2","2","2","-","1","-",
"기타 강간·강제추행등","강릉시","범죄건수","건","","","15","8","1","1","2","1","-","-",
"기타 강간·강제추행등","동해시","범죄건수","건","","","","","1","3","-","-","-","-",
"기타 강간·강제추행등","삼척시","범죄건수","건","","","","","3","-","-","2","-","1",
"기타 강간·강제추행등","속초시","범죄건수","건","","","","","2","-","-","-","-","1",
"기타 강간·강제추행등","원주시","범죄건수","건","","","6","6","7","2","4","3","-","2",
"기타 강간·강제추행등","춘천시","범죄건수","건","","","11","3","7","-","2","1","2","3",
"기타 강간·강제추행등","태백시","범죄건수","건","","","","","2","-","-","-","-","-",
"기타 강간·강제추행등","제천시","범죄건수","건","","","1","4","3","1","1","1","1","1",
"기타 강간·강제추행등","청주시","범죄건수","건","","","23","8","12","3","3","4","7","5",
"기타 강간·강제추행등","충주시","범죄건수","건","","","4","6","-","3","4","3","3","2",
"기타 강간·강제추행등","계룡시","범죄건수","건","","","","","-","1","-","-","1","2",
"기타 강간·강제추행등","공주시","범죄건수","건","","","","","1","3","-","1","1","1",
"기타 강간·강제추행등","논산시","범죄건수","건","","","3","5","-","-","2","-","-","1",
"기타 강간·강제추행등","당진시","범죄건수","건","","","","","1","-","1","1","2","-",
"기타 강간·강제추행등","보령시","범죄건수","건","","","","","1","-","-","1","1","1",
"기타 강간·강제추행등","서산시","범죄건수","건","","","4","7","2","1","-","5","4","2",
"기타 강간·강제추행등","아산시","범죄건수","건","","","6","5","2","4","-","-","4","1",
"기타 강간·강제추행등","천안시","범죄건수","건","","","29","13","10","5","6","5","4","2",
"기타 강간·강제추행등","군산시","범죄건수","건","","","7","7","4","4","1","1","1","1",
"기타 강간·강제추행등","김제시","범죄건수","건","","","","","3","2","-","2","1","-",
"기타 강간·강제추행등","남원시","범죄건수","건","","","","","-","-","-","1","1","-",
"기타 강간·강제추행등","익산시","범죄건수","건","","","10","9","2","3","-","2","1","-",
"기타 강간·강제추행등","전주시","범죄건수","건","","","46","18","6","6","1","2","4","4",
"기타 강간·강제추행등","정읍시","범죄건수","건","","","9","9","1","1","-","3","2","1",
"기타 강간·강제추행등","광양시","범죄건수","건","","","","","2","1","3","3","2","1",
"기타 강간·강제추행등","나주시","범죄건수","건","","","","","1","-","1","-","1","-",
"기타 강간·강제추행등","목포시","범죄건수","건","","","14","8","3","5","2","6","2","2",
"기타 강간·강제추행등","순천시","범죄건수","건","","","8","2","3","3","1","6","3","-",
"기타 강간·강제추행등","여수시","범죄건수","건","","","14","4","1","-","3","3","2","2",
"기타 강간·강제추행등","경산시","범죄건수","건","","","14","6","1","-","1","3","-","-",
"기타 강간·강제추행등","경주시","범죄건수","건","","","14","8","3","1","2","5","3","-",
"기타 강간·강제추행등","구미시","범죄건수","건","","","30","5","4","1","3","4","3","2",
"기타 강간·강제추행등","김천시","범죄건수","건","","","2","1","2","1","1","-","-","1",
"기타 강간·강제추행등","문경시","범죄건수","건","","","","","1","-","-","2","3","1",
"기타 강간·강제추행등","상주시","범죄건수","건","","","","","1","1","-","3","-","1",
"기타 강간·강제추행등","안동시","범죄건수","건","","","6","3","4","-","-","3","3","1",
"기타 강간·강제추행등","영주시","범죄건수","건","","","","","4","-","1","-","-","-",
"기타 강간·강제추행등","영천시","범죄건수","건","","","","","-","-","1","1","2","-",
"기타 강간·강제추행등","포항시","범죄건수","건","","","7","10","8","3","3","3","7","2",
"기타 강간·강제추행등","거제시","범죄건수","건","","","9","4","1","2","2","5","2","2",
"기타 강간·강제추행등","김해시","범죄건수","건","","","31","4","7","4","4","4","4","1",
"기타 강간·강제추행등","마산시","범죄건수","건","","","","","-","","","","","",
"기타 강간·강제추행등","밀양시","범죄건수","건","","","","","1","-","-","1","-","-",
"기타 강간·강제추행등","사천시","범죄건수","건","","","","","2","4","2","-","1","1",
"기타 강간·강제추행등","양산시","범죄건수","건","","","8","4","1","1","-","3","2","2",
"기타 강간·강제추행등","진주시","범죄건수","건","","","12","9","4","3","2","-","3","1",
"기타 강간·강제추행등","창원시","범죄건수","건","","","45","11","13","7","4","6","6","2",
